James Harden,4,5.31,-0.5806,5.0942,3.6631,3.3623,0.7686,3.2758,2.2228,0.9253,-3.6025,"Harden's the clear number 1 option if he stays in Houston and he's motivated, but right now his motivation is being questioned. I won't blame you for taking somebody else with the number 1 pick"
Evan Fournier,100,119.5,-0.3515,0.6425,1.2671,0.6762,-0.9001,0.3765,0.4641,-0.8035,-0.3911,Should be available late in fantasy drafts and is a stable source of production in PTS and 3PM
OG Anunoby,161,136.28,0.2534,-0.5215,-0.0922,-0.2934,0.2425,-0.4551,1.5877,0.5113,0.1541,"Has the potential to be a top-100 staple as he continues to develop his game, mostly because of his defensive numbers"
Serge Ibaka,107,106.95,1.5064,-0.8355,-0.2419,0.3703,1.4344,-0.6125,-0.9771,0.6818,-0.5451,"Added a three-point shot to his game, which will help extend his career. Should be returning top-100 value in LA"
Nerlens Noel,166,140.87,1.2405,-0.6205,-1.7509,-0.8943,0.4521,-0.7979,0.7084,2.7515,0.2726,"It looks like the starting spot at C could be in play, but even if it is, it'll still be a minutes split between Noel and Robinson"
Maxi Kleber,219,140.61,0.6312,0.3789,0.3341,-0.4283,0.3535,-0.6012,-1.4411,1.6558,0.7466,"A good streaming option, but not somebody to rely on"
Derrick Rose,120,120.45,0.7025,0.9975,-0.7142,0.6841,-1.0111,1.3485,-0.2443,-0.5113,-1.1376,"Will Derrick Rose continue to shoot 49% from the field this season? Probably not, but he provides great value for somebody who can be had late in drafts"
Steven Adams,56,68.0,2.5772,-2.701,-1.7509,-0.2918,1.9194,-0.0787,-0.1954,1.461,-0.237,"Didn't live up to most people's expectations last season, and his scoring is trending in the wrong direction, but he's still a good fantasy player in punt FT% builds and you won't have to draft him early"
JJ Redick,177,139.31,-0.0404,1.7575,1.9467,0.4362,-0.8878,-0.236,-1.4411,-0.7792,0.3555,"Will provide much-needed outside shooting for New Orleans this season, but at this point in his career, he doesn't offer much outside of 3PM, PTS, and FT%"
Lou Williams,75,86.06,-1.1397,2.0454,0.1037,0.6904,-0.7521,1.5789,-0.5862,-0.8279,-1.3035,"Is a walking bucket, but his fantasy production is tied to 4 categories and doesn't provide any defensive stats"
Jerami Grant,69,82.1,0.3281,-0.2151,0.1958,0.1522,-0.1521,-0.6125,-0.2198,1.1688,0.5214,The transition to a starting role we've all been waiting for looks likely to happen in Detroit
Rui Hachimura,110,119.34,0.2515,0.8153,-0.8755,0.2667,0.933,-0.236,0.2931,-0.7305,0.1422,"He's still a little raw, but he's the best young player on the roster, so he'll continue to see minutes"
Otto Porter Jr,106,124.33,-0.0156,0.0859,0.4377,0.1224,-0.3905,-0.2248,0.7084,-0.1217,0.4859,Otto's value is at an all-time low after a horrible 2019-20 season. Has proven to be a stable fantasy player in prior seasons and could provide value on draft day
Markelle Fultz,89,111.28,-0.1599,-0.0814,-0.5875,0.1726,-0.4439,1.7081,0.9771,-0.7548,-0.7347,"If we're starting with a clean slate and treated last season as his rookie season, then he's off to a good start, and he has shown signs of becoming a good rotation player"
Terry Rozier,115,128.69,-0.9277,1.1433,1.1289,0.3828,-0.5096,0.2697,0.1466,-0.8766,-0.6162,Potentially moves to the bench and is a chance to get traded given how crowded Charlotte is at the guard spot
PJ Washington,117,131.97,0.092,-1.2004,0.288,0.2416,0.4398,-0.1124,0.1466,0.8035,-0.4266,Has a nice overall game without being a standout in any category. Should continues to increase his output heading into season two
Aaron Gordon,84,90.33,-0.5962,-1.0029,-0.1152,0.3169,1.2741,0.7192,-0.1954,0.1948,-0.0948,"Don't mind me, I'm just here waiting for Aaron Gordon to remember how to play basketball again"
Devonte' Graham,66,81.57,-2.6515,0.7091,1.7394,0.3828,-0.7521,1.8711,0.4152,-0.8522,-1.2087,"Started the season red hot, but started to slow down once teams focused on him as Charlotte's best offensive weapon. Won't get as much attention this season with Hayward on the roster, but his production is expected to dip with such a crowded guard rotation"
DeAndre Jordan,130,133.62,2.6505,-0.9044,-1.7509,-0.7406,2.1084,-0.4046,-1.4656,1.0227,0.1659,"Will be splitting minutes with Allen this season, but should still be able to produce respectable rebounding numbers if you're desperate for them"
Bogdan Bogdanovic,125,121.41,-0.2994,0.0526,1.221,0.215,-0.6247,0.4214,0.3664,-0.8279,-0.0948,Has a well-rounded fantasy game and should be locked in as a starter for Atlanta
Ivica Zubac,101,124.59,2.2228,-0.4571,-1.7509,-0.3562,1.5125,-0.6012,-1.5633,1.3149,0.474,"Is capable of being a top 100 player, but his minutes are capped with Ibaka's ability to play C"
Alec Burks,185,140.99,-1.2405,1.5289,0.1958,0.08,-0.0493,0.3203,0.1954,-0.5844,-0.0356,
Davis Bertans,129,135.56,-0.5699,0.4427,1.9352,0.0439,-0.3617,-0.5787,-0.7084,-0.0243,0.711,"Flirted with top-80 value last season, mostly because of his 3.7 three-pointers made per game. His ceiling is capped until he starts contributing to non-shooting categories"
Julius Randle,71,80.68,0.1587,-1.0884,-0.4032,0.8017,1.8536,0.2978,-0.2687,-0.5844,-1.6472,"Thibs has a habit of playing guys he likes heavy minutes, but the fit with Toppin isn't ideal for him"
Kevon Looney,323,140.03,1.1232,-0.3195,-1.7509,-0.7515,0.8672,-0.1798,1.0015,0.2922,0.2844,"There's plenty of room for improvement, but he has the opportunity to cement himself as a 22-24 minute per game starter"
Marvin Bagley III,128,130.67,0.4323,0.2398,-1.2556,0.2557,1.3686,-0.9159,-0.8549,1.0957,-0.1185,"We're starting to see a concerning pattern with Bagley. He gets hurt, comes back and does some nice things, and then misses more games. He has the potential to be a walking double-double, but he needs to find a way to stay on the court"
Danilo Gallinari,95,97.95,-0.2911,2.153,0.933,0.1883,-0.3083,-0.545,-0.8549,-1.0714,0.474,"Capable of giving you a quality return in PTS and FT%, but Atlanta isn't a great fit. He's not mobile enough to play SF full time, and Atlanta already has a quality starting PF"
Killian Hayes,121,133.46,-0.7288,0.6781,-0.6911,0.0973,-0.6946,1.9441,0.7084,-0.7305,-1.3035,"Landed in the absolute best spot in terms of fantasy production, and should be the opening night starter on a team starting their re-build"
Nemanja Bjelica,156,140.87,0.51,0.1656,0.1613,-0.444,0.3,-0.0337,-0.4885,-0.0243,0.3911,"A stop-gap until Bagley works things out, but he has value in the short-term as a streaming option"
Marc Gasol,154,137.19,-0.4243,-0.2326,-0.2189,-0.8441,0.6453,0.4945,-0.1954,0.9496,0.2607,"Might get the gentleman's start at C, but I can't see him playing enough minutes to crack the top-100"
Blake Griffin,123,106.93,-0.3593,-0.2412,0.1037,0.5162,1.0193,0.6181,-0.9038,-0.2191,-1.2206,"His value is at an all-time low, and it's questionable how his body will hold up this season, but he's still capable of putting up numbers without relying on athletisism (averated 2.5 3PM in 2018-19 and 1.5 last season)"
Patrick Beverley,184,139.69,-0.4068,-0.4639,0.1728,-0.7343,0.2754,0.708,0.6107,-0.0243,0.2252,"He's the perfect PG for this Clippers roster, but at this point in his career, he doesn't have much upside in fantasy"
Donte DiVincenzo,82,108.33,-0.064,-0.1854,-0.1152,-0.4487,0.2014,0.0112,1.2702,-0.487,0.0237,"He's proving to be a good end-of-roster 3s and steals guy, but he doesn't do enough in other categories"
Tyler Herro,88,76.14,-1.0465,0.9615,1.175,0.4079,-0.0247,0.0169,-0.513,-0.7305,-0.3437,"Should be playing 30+ minutes a night heading into season two, but chances are he'll be over-drafted due to his playoff run"
Paul Millsap,167,139.59,0.4153,0.4711,-0.4953,-0.2495,0.3535,-0.5169,-0.0244,0.1461,0.2015,Not much long-term appeal here as he's clearly in the twilight of his career
Terrence Ross,146,140.89,-1.0392,0.9525,1.2441,0.2589,-0.6453,-0.7304,0.4885,-0.56,0.6518,He's a 3-point streamer when his shot is falling
DeMarcus Cousins,116,112.93,0.5292,-0.8085,-0.6566,-0.4676,0.6494,-0.3203,-0.0489,1.4366,-0.7347,Cousins will have to prove he's healthy before we can consider him a viable fantasy option this season
Coby White,108,119.38,-1.6583,0.3753,1.3708,0.6543,-0.148,0.5057,0.2443,-1.047,-0.794,"Coby White's game is the definition of a rollercoaster ride, but it's one you want to be taking in punt FG% builds"
Larry Nance Jr,124,136.13,1.2943,-0.4616,-0.5875,-0.4895,0.1808,-0.2248,0.4885,-0.1948,0.3555,"Can put up numbers when spot-starting, but hasn't shown any indication of being anything more than a high energy guy off the bench"
Malik Beasley,118,133.81,-0.1521,0.3861,1.1058,0.1177,-0.8343,-0.4327,0.6107,-0.9253,0.2963,"He ended his season in Minnesota on a tear, but rotations are getting crowded in Minnesota"
Jordan Clarkson,138,138.23,-0.3277,1.3075,0.6566,0.342,-0.933,0.0,-0.6595,-0.5357,0.2252,"A gunner off the bench, but he provides very little in terms of non-scoring categories"
Will Barton,153,140.3,-0.3927,-0.045,0.1037,-0.0894,0.1603,0.2248,0.0244,-0.1948,0.2726,"We've seen this movie before. He's still capable of getting hot, but Denver are better off moving him to a bench role"
Ricky Rubio,76,98.82,-0.8415,1.0079,-0.6796,-0.4691,-0.6042,1.9891,0.513,-0.9009,-0.6399,A great steals and assists option who can be had late in drafts
Kevin Porter Jr,218,140.54,-0.1076,-0.2416,0.2765,0.1255,-0.1932,0.118,0.3908,-0.2922,-1.0428,"Looked the best of the Cleveland rookies last season and had a promising stretch of games before getting injured, but Okoro limits his time at SF"
Chris Boucher,165,140.38,0.0589,0.2052,-0.7948,-0.6292,0.5549,-1.0957,-0.8549,2.0941,1.0191,"He's older than most people think, but he's somebody to stream in when you need blocks"
Montrezl Harrell,62,66.57,3.2627,-2.4819,-1.7509,0.4393,0.6412,-0.5506,-0.9038,1.0957,0.0356,Doesn't provide anything outside of the typical big-man stats and Gasol limits his ability to play big minutes at C
JaVale McGee,169,140.07,2.1573,-0.6034,-1.7509,-0.9743,0.5096,-1.1125,-0.9282,2.2402,0.8532,"At this point in his career, on this roster, he's nothing more than a blocks streamer or end-of-roster big man"
Tyrese Haliburton,79,106.58,-0.298,0.1183,-0.1152,-0.2024,-0.5795,0.708,0.8305,-0.6087,-0.6873,Has the size and shooting ability to play SG and is an excellent fit next to Fox
LaMelo Ball,74,67.98,-1.8508,-0.5071,0.1267,0.0345,0.1356,2.0453,0.8061,-0.7792,-1.4339,"I won't be surprised if we see a lot of 3-guard line-ups in Charlotte, but Hayward takes the ball out of his hands, and LaMelo is at his best when he's handling the ball"
Seth Curry,162,131.84,0.6517,0.2326,1.2556,0.1271,-0.9741,-0.2753,-0.5618,-0.9983,0.4029,"We should see the same amount of minutes from Seth this season whether it's as a fringe starter or gunner off the bench, but he's not much more than a 3PM streamer or end-of-bench guy"
Aron Baynes,134,137.75,0.4925,-0.1566,-0.1152,-0.0377,0.9823,-0.2753,-1.5877,0.2191,0.0474,The starting spot should be his and the Raptors inherit the best fan account on Twitter
Miles Bridges,111,124.26,-0.1616,0.0346,-0.1382,0.0,0.2261,-0.472,-0.7084,0.7305,0.083,Potentially comes off the bench next season and the addition of Hayward limits his ability to break out
Darius Garland,148,139.64,-1.1101,0.8517,0.933,0.3436,-1.0933,1.0788,-0.0977,-1.0227,-1.6354,He hasn't had a great start to his career but should improve heading into season two (even if his FG% doesn't)
Andrew Wiggins,91,84.07,-0.4559,-1.1685,0.2419,0.8786,-0.2754,0.3427,-0.6107,0.7305,-0.9006,"Wiggins is Golden States' problem now, but I have more faith in him playing within an offense for the Warriors than any other roster"
PJ Tucker,178,140.16,-0.4569,-0.0859,0.0,-0.9288,0.785,-0.4945,0.513,-0.0487,0.6399,"The lone center on the roster (who's really a SF/PF) is expected to play as many minutes as his body can handle. Still, only a borderline top-100 guy even if he's playing 35 minutes a night"
Cody Zeller,180,140.86,1.0828,-0.8279,-1.2786,-0.1883,0.8795,-0.4439,-0.2443,0.4383,0.0474,"The often injured Zeller is younger than you think, and when he's fit and firing he provides end of the roster value, but that's not often enough (hasn't played more than 62 games since his rookie season in 2013-14)."
James Wiseman,127,115.16,1.2476,-1.0628,-1.7509,-0.4691,1.3522,-1.2081,-1.4411,2.5567,0.5807,Expecting him to split minutes at C with his minutes gradually increasing as the season goes on
Derrick Jones Jr,274,140.08,0.2607,-0.1404,-0.933,-0.4974,-0.074,-0.6743,0.6595,0.4383,1.1376,"Has apparently won the starting spot in Portland, but don't expect him to put up big numbers"
Dwight Powell,194,140.75,2.41,-1.4605,-1.4399,-0.5507,0.4439,-0.5057,0.0,0.2191,0.7466,"His output will increase when Porzingis is out of the lineup, but he's not somebody to rely on"
Joe Harris,149,138.43,0.6848,-0.2434,1.1404,0.1867,-0.3987,-0.4495,-0.8549,-0.7792,-0.0593,Harris will get plenty of open looks as teams focus their defensive efforts on Kyrie and KD
Joe Ingles,102,120.39,-0.2588,-0.0495,0.3917,-0.6182,-0.4727,1.3092,-0.1466,-0.8279,-0.3674,"His fantasy output has started to regress, but the assists and 3-pointers should still be there"
Tim Hardaway Jr,143,135.12,-0.6879,0.4094,1.6012,0.4503,-0.5795,-0.3315,-0.7084,-1.0227,0.2844,"His ceiling is capped, and it doesn't look like he'll be more than a contributor to the PTS, 3PM, and FT% categories"
Royce O'Neale,214,140.48,0.0029,-0.0895,-0.288,-0.9994,0.2466,-0.0337,0.2931,-0.0974,0.6636,His ceiling is being able to spot-start as a low usage defensive specialist
Harrison Barnes,142,138.03,0.1672,0.638,-0.1152,0.1742,0.0247,-0.2135,-0.7816,-0.8279,0.4622,Doesn't provide much outside of points and 3s and has little upside moving forward. There are more exciting picks to make
Jeremy Lamb,150,141.09,-0.1193,0.5669,-0.5414,-0.3091,-0.4069,-0.3652,0.3664,-0.2191,0.6873,"Is capable of putting up numbers when given the opportunity to play, but he's not somebody a team is willing to start long-term so his minutes will always be capped"
Mo Bamba,151,139.48,0.0258,-0.6821,-0.7487,-1.001,0.522,-0.9215,-1.0015,2.7271,0.8177,Has yet to prove that he's anything more than a blocks specialist at this early stage of his career
Trevor Ariza,190,140.84,-0.1991,0.3775,0.1728,-0.9147,0.0288,-0.4607,0.7816,-0.7792,0.3081,Wouldn't be surprised if he's traded again before the season officially starts
Gary Harris,193,140.82,-0.882,0.3433,-0.0922,-0.2479,-0.6782,-0.1461,1.2702,-0.5357,0.1659,"It's time to accept Harris for what he is - a decent real-life NBA player, but a below-average fantasy player."
Dennis Schroder,63,73.91,-0.2215,0.8094,0.0922,0.3954,-0.7151,0.4888,-0.7572,-0.8766,-0.6636,"Had a dramatic increase in output last season, but his usage won't be as high in LA"
Goran Dragic,139,129.86,-0.547,-0.1836,0.5184,0.3263,-0.7234,1.2867,-0.5862,-0.8279,-0.948,Don't expect bubble Dragic to return this season
Matisse Thybulle,186,140.54,-0.242,-0.4009,-0.4723,-1.0371,-1.1015,-0.5731,1.8808,0.8035,0.6636,"A defensive stud, but he needs to develop a three-point shot to keep himself on the court"
Troy Brown Jr,152,141.12,-0.2678,0.1381,-0.4953,-0.3938,0.2672,0.0337,0.6839,-1.047,0.4029,"Didn't really take the opportunity on a depleted Washington roster last season, but still has some untapped potential"
Dorian Finney-Smith,258,140.29,0.0557,-0.2614,0.0346,-0.6292,0.2343,-0.5001,-0.3175,0.2191,0.6992,
Spencer Dinwiddie,103,114.71,-0.6327,0.2605,0.1037,0.5131,-0.8795,1.3485,-0.9771,-0.56,-1.1258,"Dinwiddie's output this season is tied to whether he remains on the Nets roster. If he stays in Brooklyn then he'll still be productive, but he won't be putting up top-80 value."
Danuel House Jr,223,140.58,-0.527,-0.04,0.4377,-0.466,-0.3206,-0.708,0.3664,-0.1217,0.9362,Didn't have the best on-court (and off-court) bubble experience and he's not somebody to rely on in standard leagues
Keldon Johnson,318,140.03,1.2542,0.3869,-0.6566,-0.353,-0.3041,-0.8035,0.1221,-0.9983,0.711,"He's behind quite a few players on the depth chart in San Antonio, so his opportunity is limited in the short-term, but he has the potential to be a good 2-way player"
Robert Williams,0,0.0,1.966,-0.5755,-1.7509,-1.263,-0.2219,-0.9103,-0.2687,1.5097,1.0073,"In a position battle for the back-up C spot, which doesn't bode well for his fantasy output"
Josh Okogie,249,140.4,-0.304,0.4076,-0.7027,-0.5758,-0.185,-0.5001,0.8061,-0.3165,0.1659,"His shooting percentages improved from his rookie season and should continue to develop. His upside seems limited, though"
Cam Reddish,290,140.06,-1.0331,0.3199,0.2189,-0.069,-0.522,-0.6518,0.4397,0.0243,-0.3911,His streaky shooting means he's best suited to punt FG% builds
Svi Mykhailiuk,0,0.0,-0.6699,0.2713,1.175,-0.2369,-0.9741,-0.0562,-0.0244,-0.974,0.1896,"One of the better shooters on the Detroit roster, but he needs to add more elements to his game to be fantasy relevant"
Danny Green,204,139.83,-0.7213,-0.2173,0.4492,-0.7562,-0.559,-0.6686,0.7328,0.0487,0.7703,"A 3-point streamer who's still capable of getting close to a steal and block a game, but he's not somebody to look at unless you're in a deep league"
Gary Trent Jr,245,140.47,-0.2527,0.0688,0.8179,-0.5319,-1.1467,-0.7136,0.5618,-0.3896,0.2844,Is currently showing signs of being a capable rotation player when given the minutes
Dario Saric,195,140.92,0.3632,0.4922,-0.1382,-0.5131,0.3083,-0.4551,-0.8793,-0.8035,0.2844,If Baynes signs with another team the role of a back-up stretch-5 is his
Tomas Satoransky,135,140.49,-0.3727,0.4126,-0.5875,-0.6605,-0.6206,0.8484,0.513,-0.9983,-0.3555,More of an end-of-roster kind of guy who's capable of putting up stable numbers when filling in for an injured player
Derrick Favors,140,139.69,2.0663,-0.9939,-1.7509,-0.9555,0.9782,-0.708,-1.0748,0.5844,0.8295,Moves to a bench role in Utah
Anthony Edwards,131,117.14,-1.6142,0.0868,0.1728,0.4456,-0.3576,-0.1854,0.7572,-0.7792,-0.711,"His athletic ability allows him to get to the rim, and when he's not driving he's taking 3s (and sometimes too deep), but he tends to go missing during play and shot a poor % in college"
Caris LeVert,87,97.51,-0.8632,-1.1285,0.1037,0.6213,-0.448,0.5338,0.513,-0.7548,-1.0547,I wouldn't be shocked to see Caris on a new team at some point next season as the fit with a Kyrie and KD led Brooklyn Nets roster isn't a great one
Kevin Huerter,126,138.6,-0.8722,0.1971,0.4953,-0.4346,-0.8672,0.3203,-0.342,-0.2678,0.2844,"Is developing a nice all-around fantasy game, but his FG% will hurt you"
Dillon Brooks,132,134.92,-1.6685,0.1804,0.5299,0.477,-0.6165,-0.2304,0.0,-0.3409,-0.1659,"Has just scored himself a new 3-year contract, which means he's definitely in Memphis' long-term plans, but his game doesn't translate well to fantasy"
Shake Milton,302,140.08,-0.0862,0.1971,0.2419,-0.2714,-0.8467,0.3989,-0.6839,-0.6818,0.083,"His upside is capped on the talented Philly roster, but he should see minutes as a spot-started as they continue to tinker with their lineup"
Frank Ntilikina,277,140.01,-0.8284,0.2443,-0.3686,-0.8221,-0.9248,0.6237,0.513,-0.2191,0.0119,"Best case scenario Frank becomes a Marcus Smart type player, worst case scenario he remains a Knick for the rest of his career"
Justin Holiday,172,140.28,-0.4474,-0.0378,0.1613,-0.8786,-0.7521,-0.7304,0.4885,0.0487,1.185,
De'Anthony Melton,252,140.38,-0.7814,0.1413,-0.887,-0.7829,-0.3946,0.2753,1.0748,-0.5357,0.1304,Seems set to continue playing 20 minutes as a backup
Michael Carter-Williams,329,139.99,-0.3299,0.7712,-1.175,-0.9084,-0.6535,-0.0618,0.4641,-0.073,0.4266,
Enes Kanter,179,140.64,1.629,-0.5008,-1.7394,-0.8174,0.9494,-0.8428,-1.1969,0.5113,0.5214,Kanter relies on specific match-ups to get minutes
Cameron Johnson,208,140.61,-0.3795,0.1066,0.6796,-0.5083,-0.5138,-0.663,-0.5862,-0.2191,0.4503,Showed enough last season to earn himself a spot in the rotation as a back-up stretch-4
Moritz Wagner,182,140.83,1.2471,0.3109,-1.0713,-0.6966,-0.0082,-0.7361,-0.7572,-0.3165,0.083,"At best, he's an end of your fantasy roster kind of guy"
RJ Barrett,137,124.76,-1.2305,-2.4445,0.0115,0.6276,0.4398,0.3371,0.8305,-0.2191,-1.4457,"Let's hope RJ is currently in a gym working on his shooting, because if he can somehow become a respectable shooter, then he's a chance to be a good fantasy player. Until then, he's better suited to points-leagues"
Mason Plumlee,83,110.69,2.1541,-3.1613,-1.7509,-0.5617,0.8508,0.4439,-0.5862,0.6331,-0.1896,
Monte Morris,155,140.9,0.0908,0.3069,-0.6681,-0.5554,-1.1878,0.6518,-0.1466,-0.7792,0.9717,Has failed to build on his promising rookie season and it looks like his upside is capped as a bench player
Tristan Thompson,203,139.93,1.231,-1.7318,-1.5666,-0.5005,1.4549,-0.4439,-1.0015,0.487,0.0948,"Should split minutes at C with Theis, but he needs big minutes to be fantasy relevant"
Jeff Teague,259,140.48,-0.203,1.3773,-0.9791,-0.5946,-1.2289,1.0226,-0.9038,-0.56,-0.0237,Might have some value if he spot-starts since Kemba tends to miss games
Jabari Parker,243,140.54,0.9316,-0.1057,-1.0022,-0.5005,-0.1562,-0.7473,-0.1221,-0.487,0.3674,"He finds himself in a situation where he plays the same position as an important piece of his new team (again), but this time that piece is the often injured Marvin Bagley. Could have some value in the short-term when Bagley is hurt (which happens often)"
Onyeka Okongwu,191,140.37,1.5507,-0.3555,-1.7394,-0.5884,-0.2014,-1.1912,-1.0259,1.461,-0.237,"I was hoping Okongwu landed to a team looking for a starting big-man, but, he, unfortunately, fell to a team with John Collins and Clint Capela. It might be a season or two before he gets the opportunity to play big minutes"
Vincent Poirier,438,140.0,0.4053,-0.0184,-1.7509,-1.1077,0.6206,-0.708,-1.4167,1.7288,0.3674,
Thaddeus Young,157,140.3,0.1168,-0.6578,-0.4723,-0.6292,-0.2261,-0.5619,0.6839,-0.4626,0.1778,"Lauri Markkanen is often injured, so Young still has short-term value as a spot-starter"
Obi Toppin,97,104.34,0.5845,-0.8292,-0.7833,-0.0722,0.2055,-0.9327,-0.7816,0.4139,0.0711,"The fit with Randle isn't great, but you have to assume they drafted Toppin for a reason, and that's to score"
Gorgui Dieng,255,140.24,0.5209,-0.0351,-0.8179,-1.034,-0.0945,-0.8147,-0.6107,0.487,0.8769,"A streamer when he spot-starts, otherwise he's somebody to avoid"
